uid,prediction
u001563,"i001069,i000947,i000481,i001267,i000521,i001753,i001713,i001952,i000909,i001663"
u001564,"i000481,i001240,i000521,i001922,i001069,i000554,i001663,i000909,i000695,i000342"
u001565,"i000481,i001069,i001663,i000661,i001046,i001952,i000554,i001478,i000342,i001673"
u001577,"i000324,i000555,i000909,i000760,i000898,i000481,i000521,i001069,i000110,i001952"
u001579,"i001952,i000481,i001069,i000661,i000909,i001455,i001002,i001663,i000521,i001046"
u001581,"i001069,i001922,i000481,i000909,i001445,i000485,i001949,i000554,i001819,i001143"
u001584,"i001922,i001069,i000481,i000909,i000109,i000661,i001952,i000528,i001143,i000342"
u001587,"i000554,i000481,i001069,i000909,i001952,i001753,i000485,i000521,i001143,i000446"
u001589,"i001952,i000481,i001069,i000661,i000909,i001455,i001663,i000521,i001046,i000646"
u001591,"i001922,i000207,i000619,i000481,i001952,i001069,i001710,i001673,i001445,i001663"
u001595,"i001455,i001673,i001710,i001445,i001069,i001952,i000554,i000481,i000909,i000805"
u001596,"i001445,i000481,i001952,i001069,i000909,i000646,i001455,i000661,i001673,i001949"
u001598,"i001046,i000481,i001952,i001069,i000909,i001663,i000661,i000521,i001445,i001478"
u001608,"i001478,i000481,i000661,i001069,i000909,i001952,i001663,i001038,i001445,i000521"
u001611,"i000842,i001069,i001952,i001455,i000695,i001267,i000909,i000931,i001240,i001049"
u001614,"i001922,i000521,i000619,i000481,i001663,i001455,i000909,i000931,i001069,i001478"
u001626,"i000554,i000661,i000481,i001240,i001455,i000909,i001069,i001949,i001922,i001952"
u001627,"i001069,i001952,i000521,i000695,i000481,i000058,i000909,i000324,i001151,i001688"
u001628,"i001143,i000619,i001069,i000909,i000481,i001049,i000207,i001952,i000646,i001922"
u001632,"i000207,i000481,i001069,i001455,i000909,i001143,i000109,i001952,i000324,i001914"
u001636,"i001922,i000695,i001682,i002009,i001240,i001688,i000521,i001663,i001049,i000481"
u001645,"i001038,i000481,i001952,i001069,i000909,i001663,i000646,i000521,i000661,i000947"
u001648,"i001069,i000481,i000909,i000528,i000661,i001952,i000342,i000554,i000521,i000207"
u001659,"i001952,i000481,i001069,i000554,i000661,i000909,i001455,i001663,i000521,i001046"
u001671,"i001922,i000521,i001069,i000909,i000481,i001240,i001143,i000342,i000109,i000485"
u001675,"i000554,i000481,i000521,i001922,i001445,i001949,i000695,i002146,i000852,i001331"
u001676,"i001922,i000521,i000554,i000481,i000555,i001952,i000909,i000207,i000646,i000695"
u001680,"i001069,i000554,i000481,i000909,i000109,i001922,i001584,i001786,i000521,i001049"
u001681,"i001515,i000282,i001151,i001922,i000481,i001069,i001952,i000324,i000360,i001682"
u001695,"i001922,i000207,i001069,i000481,i001478,i000554,i001952,i001632,i001455,i000909"
u001699,"i000207,i000521,i000619,i000481,i001952,i000695,i001455,i000646,i001462,i000554"
u001700,"i000521,i000481,i000342,i000909,i000646,i000563,i001663,i000554,i001296,i001038"
u001711,"i001584,i000695,i001688,i000401,i001049,i000058,i001922,i001240,i001682,i000909"
u001713,"i001069,i000481,i000324,i000207,i000909,i000745,i000754,i001240,i001478,i000760"
u001719,"i000481,i000909,i000207,i001069,i001952,i001663,i000521,i000661,i000342,i001922"
u001725,"i001952,i000481,i000909,i001069,i001002,i000207,i000661,i000619,i001455,i001663"
u001730,"i000909,i000646,i000481,i000207,i000695,i001952,i001663,i000109,i000955,i001478"
u001731,"i000619,i001069,i001952,i000909,i000481,i001240,i001922,i001949,i001143,i000842"
u001750,"i001143,i000619,i000481,i000898,i000909,i000324,i000207,i000554,i000521,i001816"
u001753,"i000619,i000909,i000695,i000109,i001240,i001143,i000324,i000179,i000277,i000058"
u001759,"i000555,i000481,i000909,i000324,i001952,i000342,i001710,i001069,i001663,i000521"
u001767,"i000207,i001143,i000521,i000324,i000110,i000661,i001663,i000109,i001922,i000955"
u001770,"i000481,i000521,i000619,i000909,i001663,i001069,i000342,i000661,i001952,i000947"
u001793,"i001143,i000481,i000909,i001922,i000342,i001952,i000109,i001069,i001663,i001389"
u001801,"i000909,i000481,i001069,i001478,i000521,i001952,i000342,i000661,i001663,i000324"
u001802,"i001069,i000207,i000619,i000909,i001151,i000324,i000481,i000282,i001922,i001753"
u001806,"i001284,i001952,i000646,i000909,i000521,i000619,i001455,i001445,i001875,i002146"
u001814,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u001817,"i000481,i000342,i001069,i000521,i000909,i001663,i001922,i001952,i000661,i001478"
u001824,"i000481,i001069,i001952,i000909,i000207,i000521,i001143,i000619,i001240,i001922"
u001826,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u001835,"i000481,i000521,i000619,i000909,i001069,i000342,i000661,i001952,i000947,i001949"
u001837,"i001922,i000481,i000909,i001952,i000207,i000619,i000324,i000109,i000646,i000485"
u001839,"i001143,i001069,i000481,i001952,i000207,i000554,i000661,i001884,i000521,i000909"
u001843,"i001069,i000481,i001952,i000619,i000947,i000909,i001143,i000661,i001922,i000554"
u001852,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u001854,"i001922,i001682,i000695,i002009,i001240,i001688,i001049,i000521,i001663,i000481"
u001856,"i001952,i001922,i000481,i000909,i000555,i000898,i000745,i000619,i001816,i002063"
u001862,"i001191,i001240,i001069,i000554,i001949,i000909,i000521,i000652,i001952,i001445"
u001885,"i000481,i000909,i000695,i000324,i001922,i001663,i000342,i000554,i001069,i000521"
u001890,"i001688,i001049,i000695,i000401,i001584,i000058,i001240,i001922,i001462,i001069"
u001899,"i000695,i000058,i001584,i001688,i001049,i001240,i001922,i001462,i000324,i000481"
u001901,"i001922,i000554,i001143,i000481,i001069,i001952,i000521,i000109,i000301,i000207"
u001904,"i000481,i001069,i000695,i000909,i001240,i001087,i001952,i000521,i000661,i001663"
u001911,"i001069,i001922,i000207,i000481,i000554,i000695,i000324,i001945,i000342,i000521"
u001914,"i000909,i000554,i001949,i001240,i000207,i000521,i001922,i001143,i000179,i000481"
u001915,"i000659,i000330,i000481,i001069,i001952,i000909,i001922,i000207,i000521,i000554"
u001917,"i001069,i001952,i000481,i000207,i000554,i000521,i000909,i001663,i001478,i001143"
u001919,"i000481,i000909,i001069,i001952,i001663,i000661,i000521,i000207,i001038,i000646"
u001920,"i001682,i001922,i002009,i001335,i001240,i001455,i001595,i000200,i000720,i000909"
u001921,"i001069,i000481,i000909,i000661,i001922,i000521,i001663,i001455,i001240,i000342"
u001924,"i001069,i000481,i000909,i002035,i000109,i001109,i000325,i001753,i000947,i001952"
u001927,"i000661,i000956,i000481,i001952,i000909,i000694,i000493,i000943,i001069,i001922"
u001929,"i001069,i001952,i001143,i000909,i000481,i001922,i000695,i000554,i000619,i000555"
u001930,"i001949,i000481,i001240,i000554,i001069,i001455,i001952,i001049,i001663,i001191"
u001935,"i000909,i000481,i001069,i000521,i000207,i000528,i001952,i000342,i000661,i001922"
u001937,"i000481,i000342,i001069,i000521,i000909,i001663,i001922,i001952,i000661,i001478"
u001939,"i001046,i000661,i000481,i001952,i001069,i000909,i001663,i000521,i001445,i001478"
u001940,"i001952,i001010,i000481,i000909,i001069,i000661,i000521,i001478,i001663,i001445"
u001943,"i001455,i001673,i001710,i001445,i001069,i001952,i000554,i000481,i000909,i000805"
u001944,"i001914,i001087,i001649,i001069,i001673,i000481,i001952,i000909,i000554,i001455"
u001956,"i000555,i000324,i000909,i000898,i000110,i000327,i000521,i000481,i001952,i001069"
u001958,"i001143,i000481,i000909,i001922,i000342,i001952,i000109,i001069,i001663,i001389"
u001963,"i000909,i000481,i001069,i001952,i000521,i001478,i000661,i000110,i000554,i001663"
u001966,"i000521,i000481,i000342,i000909,i001952,i001069,i000661,i001663,i000646,i000947"
u001967,"i000481,i001069,i000492,i001922,i000207,i001753,i001663,i001038,i000554,i001455"
u001971,"i000909,i000481,i001069,i001952,i000521,i001478,i000661,i000110,i001663,i000554"
u001972,"i001069,i000481,i000909,i001952,i000570,i000947,i001663,i000838,i000521,i000661"
u001979,"i001069,i001952,i000619,i001922,i000695,i000058,i000909,i001049,i001240,i000481"
u001982,"i001952,i000481,i000909,i000342,i001069,i000521,i000661,i001663,i001922,i000207"
u001984,"i001922,i001069,i000481,i000909,i001038,i001952,i000554,i001663,i001688,i000207"
u001992,"i001595,i001682,i001922,i001335,i002056,i002009,i001049,i001151,i000006,i000481"
u001999,"i001143,i000619,i001952,i000481,i001069,i000909,i000661,i001331,i000207,i001038"
u002006,"i001143,i000481,i000909,i001952,i001069,i001445,i001455,i001816,i000521,i000554"
u002009,"i001046,i000481,i001952,i001069,i000909,i001010,i001663,i000661,i000521,i001445"
u002012,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u002018,"i001069,i000207,i000521,i000554,i000481,i000909,i000754,i001922,i000324,i001331"
u002019,"i001069,i001922,i000481,i000554,i001143,i001682,i000909,i001949,i001331,i000207"
u002022,"i000909,i000207,i000521,i001143,i000619,i001069,i001952,i000481,i001922,i001663"
u002030,"i001922,i001069,i000909,i000481,i001952,i000109,i000207,i001673,i001331,i001663"
u002033,"i001922,i000554,i001143,i001069,i000324,i000481,i000521,i000251,i001508,i000109"
u002040,"i000481,i001069,i001922,i001952,i000909,i000554,i001445,i001478,i000207,i001046"
u002043,"i000207,i000619,i000324,i000481,i001682,i000909,i000554,i000898,i001445,i001952"
u002048,"i000481,i001952,i001069,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u002052,"i001069,i001143,i001240,i000481,i000521,i000909,i001922,i001816,i000485,i000555"
u002056,"i001713,i000909,i001069,i000481,i000521,i001952,i000661,i001663,i000931,i000563"
u002072,"i000909,i000481,i001069,i001663,i001952,i000661,i000695,i001922,i000521,i000646"
u002073,"i000521,i000282,i000481,i001478,i001682,i001515,i000909,i000342,i000110,i001922"
u002082,"i000110,i000324,i000661,i000555,i000909,i000898,i001663,i001455,i001914,i001673"
u002087,"i001952,i000207,i000521,i001143,i000619,i000481,i000555,i001922,i001515,i000324"
u002104,"i000909,i000481,i001069,i001663,i001922,i001952,i000521,i000554,i000661,i001240"
u002112,"i000481,i000909,i000207,i001069,i001952,i001663,i000521,i001455,i000661,i000342"
u002119,"i001069,i001952,i000909,i000207,i000521,i000619,i000695,i001049,i000058,i001240"
u002120,"i000481,i000909,i000342,i001069,i000521,i001952,i000661,i001922,i001663,i000207"
u002121,"i000481,i001069,i000555,i000521,i000947,i000216,i001952,i000909,i000619,i000207"
u002122,"i000324,i000555,i000481,i000909,i000110,i001069,i001952,i000521,i000898,i000327"
u002129,"i001922,i000481,i001069,i000909,i001143,i000646,i001952,i000207,i000554,i001331"
u002131,"i001922,i000554,i001143,i000619,i000481,i000324,i000555,i000909,i000207,i001816"
u002132,"i001069,i000909,i000481,i001713,i001952,i000947,i001478,i001663,i000521,i000661"
u002134,"i000481,i001069,i000909,i000324,i001952,i000521,i001663,i001922,i000342,i000555"
u002140,"i000481,i001069,i000521,i001663,i000324,i000977,i000485,i001154,i001952,i000909"
u002147,"i001069,i001952,i000619,i000695,i001240,i000058,i001688,i001584,i000554,i001922"
u002148,"i000554,i000481,i001240,i001455,i000909,i001069,i001949,i001922,i001952,i001445"
u002150,"i001069,i001952,i000619,i001922,i000555,i001949,i001240,i000909,i000324,i000481"
u002156,"i001952,i000521,i000554,i000619,i001069,i000481,i000695,i001884,i000931,i001713"
u002157,"i001143,i000481,i001922,i001952,i001219,i001663,i001069,i001478,i001046,i000661"
u002165,"i001069,i000909,i000481,i001952,i000947,i001038,i001663,i000251,i000521,i000661"
u002166,"i000442,i000481,i001069,i001952,i000253,i000909,i000521,i000661,i001038,i001143"
u002170,"i000909,i000554,i000481,i001143,i001682,i001952,i001922,i001710,i000324,i001673"
u002173,"i001069,i001952,i000754,i000481,i001922,i000695,i000282,i001240,i001688,i001143"
u002174,"i000481,i001069,i001952,i000909,i000207,i000521,i000619,i001049,i000058,i001922"
u002176,"i000481,i001069,i001952,i000661,i001445,i000999,i000451,i001632,i000628,i000909"
u002177,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u002181,"i001922,i000207,i000619,i000481,i001952,i001069,i000909,i001455,i000301,i001663"
u002185,"i000481,i000909,i000207,i001069,i001952,i001663,i000521,i000661,i000342,i001922"
u002186,"i000481,i000342,i000207,i001069,i000521,i000909,i001663,i001922,i001952,i000661"
u002189,"i001922,i000207,i000554,i000481,i000909,i001038,i001143,i000109,i001049,i001508"
u002191,"i001069,i000554,i000909,i001240,i001922,i000109,i000481,i001682,i000521,i001819"
u002192,"i001069,i001952,i000554,i000619,i000481,i001922,i000909,i000324,i000207,i001569"
u002194,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u002202,"i001069,i001952,i000909,i000207,i000554,i000619,i000695,i000058,i001240,i000481"
u002205,"i000554,i001143,i001191,i001445,i000481,i001949,i001240,i000521,i001922,i000207"
u002213,"i000342,i000521,i000481,i000909,i000661,i001952,i001663,i001069,i000646,i001478"
u002219,"i000481,i001069,i001952,i000909,i000207,i000521,i000619,i000695,i001688,i000058"
u002220,"i001952,i000481,i001530,i000521,i000555,i001002,i002062,i001682,i000282,i001875"
u002230,"i001922,i001069,i001952,i000481,i000646,i000521,i000955,i000909,i001816,i001949"
u002231,"i001455,i000554,i001673,i001710,i001445,i001069,i001952,i001143,i000481,i000909"
u002235,"i000481,i001663,i001952,i000554,i000619,i001069,i001945,i000207,i001478,i001143"
u002237,"i001455,i001673,i001952,i001710,i000909,i000814,i001949,i001649,i000207,i001445"
u002243,"i001922,i000207,i000554,i000619,i001069,i001455,i000652,i000058,i001673,i000842"
u002245,"i001240,i001922,i000695,i000554,i001049,i001191,i001584,i001688,i000909,i000058"
u002246,"i001069,i000207,i000554,i000619,i001922,i001240,i000909,i001786,i000481,i001819"
u002257,"i000342,i000521,i000481,i000909,i000661,i001952,i001663,i001069,i000646,i001478"
u002261,"i001069,i000481,i000909,i001663,i001952,i000661,i000695,i001922,i000521,i000646"
u002263,"i001069,i001952,i000619,i000324,i000909,i001049,i000554,i001240,i001922,i000058"
u002264,"i001478,i000481,i001069,i000909,i001952,i001663,i000661,i001038,i001445,i000521"
u002268,"i000521,i000481,i000342,i000909,i001952,i001069,i000661,i001663,i000646,i000947"
u002269,"i001049,i001584,i000695,i001688,i001922,i001240,i000401,i000058,i001462,i001069"
u002278,"i000521,i000554,i001143,i000481,i001069,i000909,i001952,i001663,i001046,i000661"
u002282,"i001922,i000909,i001069,i000646,i000554,i001191,i001143,i001682,i001595,i000481"
u002283,"i000324,i000555,i000909,i000760,i000898,i000481,i000521,i001069,i000110,i001952"
u002291,"i001922,i000207,i000554,i001143,i000481,i000521,i000909,i001069,i001445,i001952"
u002308,"i000481,i001069,i001240,i000661,i000695,i000324,i000058,i000947,i001922,i001974"
u002309,"i001069,i000909,i000481,i001952,i001922,i000521,i001663,i000342,i000661,i000109"
u002313,"i000481,i000909,i000207,i001069,i001952,i001663,i000521,i000661,i000342,i001922"
u002319,"i000909,i000481,i001069,i001952,i000521,i001445,i000947,i001046,i000342,i001922"
u002322,"i000805,i001673,i001445,i001455,i001069,i001949,i001952,i000554,i000909,i000481"
u002332,"i000619,i001455,i001673,i000909,i001151,i000554,i001922,i000324,i000481,i001069"
u002337,"i001922,i000207,i000481,i001069,i000909,i000695,i000109,i001125,i000555,i000485"
u002338,"i000481,i001663,i001069,i001952,i000909,i000646,i000554,i001455,i001445,i001922"
u002346,"i001922,i001069,i000481,i000324,i001952,i000646,i001663,i001010,i001038,i000207"
u002352,"i000481,i000909,i001240,i001914,i001069,i000695,i000521,i001922,i001445,i000661"
u002356,"i001069,i001952,i000207,i000554,i001786,i000110,i001350,i000324,i000646,i000294"
u002359,"i001922,i000909,i000481,i001952,i000521,i001069,i000554,i001455,i001143,i000619"
u002369,"i001069,i000554,i000619,i000324,i001240,i001922,i000695,i001786,i001816,i000207"
u002374,"i000481,i001109,i001069,i001478,i000554,i000909,i001952,i000661,i001663,i000646"
u002375,"i001922,i000207,i000521,i000481,i000661,i000342,i001952,i001069,i001143,i000898"
u002377,"i000555,i001125,i001672,i000481,i001069,i000909,i001952,i000207,i000324,i000521"
u002379,"i000481,i001069,i001952,i000909,i000342,i001663,i000661,i000521,i000207,i001038"
u002383,"i001069,i001952,i001143,i000619,i001240,i001049,i000554,i001688,i000909,i001922"
u002391,"i001069,i000481,i001952,i001949,i000555,i000521,i000898,i000646,i000909,i000207"
u002393,"i000909,i001922,i000207,i000521,i000619,i001455,i001682,i001710,i000695,i000481"
u002397,"i001069,i001952,i001922,i000207,i001143,i000619,i000695,i000058,i001240,i000554"
u002413,"i001922,i001240,i000695,i001682,i002009,i001688,i001049,i000521,i001663,i000481"
u002414,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u002419,"i001922,i001240,i000109,i000481,i000554,i000909,i000521,i001816,i001786,i000207"
u002432,"i000521,i000481,i001952,i001445,i000554,i000909,i000109,i001143,i000646,i001038"
u002435,"i000695,i001462,i001049,i001584,i001688,i000058,i001922,i001240,i001455,i000481"
u002446,"i001922,i001069,i000481,i000909,i001455,i000619,i000109,i000646,i001663,i001143"
u002450,"i001069,i001952,i000554,i000481,i001478,i000109,i001949,i000521,i001663,i000695"
u002454,"i001240,i000481,i001710,i001922,i000342,i001069,i001952,i000554,i000521,i001191"
u002467,"i000481,i000695,i001816,i000521,i001922,i000058,i001049,i001515,i000282,i000554"
u002473,"i001069,i001952,i001922,i001240,i000695,i000619,i000207,i001688,i000554,i000342"
u002475,"i000554,i001143,i000619,i000909,i000481,i000109,i000521,i000342,i001816,i001945"
u002488,"i000909,i000481,i001069,i001952,i001922,i000521,i001663,i000342,i000661,i000109"
u002489,"i001952,i000207,i000521,i000619,i001922,i001240,i000324,i000695,i000555,i000760"
